trial_nr	onset	event_type	phase	response	nr_frames	occluder_exit	onset_abs	duration
24	0.012977083337318618	fixation	0		60		2.495514499998535	0.4859266666608164
24	0.498903749998135	interactor	1		148		2.9814411666593514	1.2422329583423561
24	1.7411367083404912	occluder	2		90		4.223674125001708	0.7531328749973909
24	2.494269583337882	ball_movement	3		360	0.730337791676	4.9768069999990985	3.0002951249989565
24	5.4945647083368385	iti	4		146		7.977102124998055	1.2196505833344418
24	6.71421529167128	task_prompt	5		515		9.196752708332497	5.000208000004932
24	8.118537458336505	response	5	left			10.601074874997721	
24	11.714423291676212	post_prompt_iti	6		120		14.196960708337429	0.9964899583283113
25	12.710913250004523	fixation	0		60		15.19345066666574	0.499693166668294
25	13.210606416672817	interactor	1		150		15.693143833334034	1.250112416666525
25	14.460718833339342	occluder	2		90		16.94325625000056	0.7500458333306597
25	15.210764666670002	ball_movement	3		360	0.77508575	17.69330208333122	3.0035352916675038
25	18.214299958337506	iti	4		120		20.696837374998722	0.9961612499973853
26	19.21046120833489	fixation	0		60		21.692998624996108	0.4973854583367938
26	19.707846666671685	interactor	1		150		22.1903840833329	1.2531649583324906
26	20.961011625004176	occluder	2		90		23.443549041665392	0.7468532916682307
26	21.707864916672406	ball_movement	3		361	0.747276624999	24.190402333333623	3.0112201666634064
26	24.719085083335813	iti	4		239		27.20162249999703	1.9917407916655065
27	26.71082587500132	fixation	0		61		29.193363291662536	0.5085092916706344
27	27.219335166671954	interactor	1		150		29.70187258333317	1.2498980000018491
27	28.469233166673803	occluder	2		90		30.95177058333502	0.7498601666666218
27	29.219093333340425	ball_movement	3		359	0.772017791664	31.70163075000164	2.9915902916618506
27	32.210683625002275	iti	4		143		34.69322104166349	1.1887089583324268
28	33.3993925833347	fixation	0		60		35.88192999999592	0.49961687500035623
28	33.89900945833506	interactor	1		151		36.381546874996275	1.261883041668625
28	35.16089250000368	occluder	2		89		37.6434299166649	0.7414850833301898
28	35.90237758333387	ball_movement	3		360	0.766656499996	38.38491499999509	2.997218166667153
28	38.899595750001026	iti	4		159		41.38213316666224	1.330285708339943
28	40.22988145834097	task_prompt	5		552		42.712418875002186	4.989028416661313
28	40.99871820833505	response	5	right			43.481255624996265	
28	45.21890987500228	post_prompt_iti	6		121		47.7014472916635	1.0124070833335281
29	46.23131695833581	fixation	0		60		48.71385437499703	0.4994730000034906
29	46.7307899583393	interactor	1		149		49.21332737500052	1.238375333334261
29	47.96916529167356	occluder	2		91		50.45170270833478	0.7581244166649412
29	48.7272897083385	ball_movement	3		360	0.769106291664	51.20982712499972	2.9994599583369563
29	51.72674966667546	iti	4		131		54.209287083336676	1.0936610833232407
29	52.8204107499987	task_prompt	5		532		55.30294816665992	5.001966000003449
29	53.942227666673716	response	5	right			56.42476508333493	
29	57.82237675000215	post_prompt_iti	6		120		60.304914166663366	1.0000583333385293
30	58.82243508334068	fixation	0		60		61.304972500001895	0.49660029166261666
30	59.319035375003295	interactor	1		150		61.80157279166451	1.247158333331754
30	60.56619370833505	occluder	2		90		63.048731124996266	0.7531407083370141
30	61.31933441667206	ball_movement	3		360	0.768459500003	63.80187183333328	2.9967059583286755
30	64.31604037500074	iti	4		169		66.79857779166196	1.4145827500033192
30	65.73062312500406	task_prompt	5		532		68.21316054166527	5.004087499997695
30	66.82307358333492	response	5	left			69.30561099999613	
30	70.73471062500175	post_prompt_iti	6		120		73.21724804166297	1.000081541671534
31	71.73479216667329	fixation	0		59		74.2173295833345	0.48813129166228464
31	72.22292345833557	interactor	1		150		74.70546087499679	1.2501322083408013
31	73.47305566667637	occluder	2		91		75.95559308333759	0.7616802499978803
31	74.23473591667425	ball_movement	3		359	0.772769833326	76.71727333333547	2.9880945833283477
31	77.2228305000026	iti	4		141		79.70536791666382	1.1741011249978328
