trial_nr	onset	event_type	phase	response	nr_frames	occluder_exit	onset_abs	duration
	0.016407499999331776	instruction	0		0		2.534066416672431	2.851442583334574
	2.8594982499998878	response	0	space			5.377157166672987	
0	2.867850083333906	fixation	0		62		5.385509000007005	0.5122101666638628
0	3.3800602499977686	interactor	1		149		5.897719166670868	1.238160416673054
0	4.6182206666708225	occluder	2		91		7.135879583343922	0.7615917500006617
0	5.379812416671484	ball_movement	3		360	0.787705249997	7.897471333344583	2.9973768333220505
0	8.377189249993535	iti	4		166		10.894848166666634	1.3828746250001132
1	9.760063874993648	fixation	0		61		12.277722791666747	0.5079578333388781
1	10.268021708332526	interactor	1		149		12.785680625005625	1.2390334166630055
1	11.507055124995532	occluder	2		91		14.02471404166863	0.7613209583360003
1	12.268376083331532	ball_movement	3		359	0.766316666675	14.786035000004631	2.994902041667956
1	15.263278124999488	iti	4		402		17.780937041672587	3.3466963749960996
2	18.609974499995587	fixation	0		60		21.127633416668687	0.5010023750000983
2	19.110976874995686	interactor	1		150		21.628635791668785	1.2489177916722838
2	20.35989466666797	occluder	2		90		22.87755358334107	0.7502815416664816
2	21.11017620833445	ball_movement	3		360	0.775019250003	23.62783512500755	2.999664583338017
2	24.109840791672468	iti	4		129		26.627499708345567	1.0763059166638413
2	25.18614670833631	task_prompt	5		490		27.70380562500941	5.001955374995305
2	27.006318833329715	response	5	right			29.523977750002814	
2	30.188102083331614	post_prompt_iti	6		120		32.70576100000471	1.0005625000048894
3	31.188664583336504	fixation	0		60		33.7063235000096	0.49946937499771593
3	31.68813395833422	interactor	1		150		34.20579287500732	1.2469578333329991
3	32.93509179166722	occluder	2		90		35.45275070834032	0.7469090833328664
3	33.682000875000085	ball_movement	3		360	0.778314958341	36.199659791673184	3.0025266249940614
3	36.68452749999415	iti	4		177		39.202186416667246	1.4774529583373806
3	38.16198045833153	task_prompt	5		480		40.679639375004626	5.0093378750025295
3	40.161031416668266	response	5	left			42.678690333341365	
3	43.17131833333406	post_prompt_iti	6		120		45.688977250007156	0.9965269166641519
4	44.16784524999821	fixation	0		59		46.68550416667131	0.49179395833198214
4	44.65963920833019	interactor	1		150		47.17729812500329	1.2501251666690223
4	45.90976437499921	occluder	2		91		48.42742329167231	0.7615421666705515
4	46.671306541669765	ball_movement	3		360	0.794669875002	49.188965458342864	2.999983499998052
4	49.67129004166782	iti	4		158		52.188948958340916	1.3167255416628905
4	50.98801558333071	task_prompt	5		503		53.505674500003806	4.988585625003907
4	52.582522249998874	response	5	left			55.10018116667197	
4	55.976601208334614	post_prompt_iti	6		121		58.49426012500771	1.0118321249974542
5	56.98843333333207	fixation	0		59		59.50609225000517	0.4876887916616397
5	57.47612212499371	interactor	1		150		59.99378104166681	1.2500808750046417
5	58.72620299999835	occluder	2		90		61.24386191667145	0.7503272916728747
5	59.476530291671224	ball_movement	3		361	0.758390083334	61.994189208344324	3.007863416663895
5	62.48439370833512	iti	4		192		65.00205262500822	1.6035936666594353
6	64.08798737499455	fixation	0		60		66.60564629166765	0.49991108333779266
6	64.58789845833235	interactor	1		150		67.10555737500545	1.249930416663119
6	65.83782887499547	occluder	2		89		68.35548779166857	0.7386577500001295
6	66.5764866249956	ball_movement	3		358	0.760164458341	69.0941455416687	3.0009152083366644
6	69.57740183333226	iti	4		235		72.09506075000536	1.963588583334058
6	71.54099041666632	task_prompt	5		480		74.05864933333942	4.997383583329793
6	73.52613545833447	response	5	left			76.04379437500756	
6	76.53837399999611	post_prompt_iti	6		120		79.05603291666921	1.0000650833389955
7	77.5384390833351	fixation	0		61		80.0560980000082	0.5084202500001993
7	78.0468593333353	interactor	1		150		80.5645182500084	1.2496308749978198
7	79.29649020833313	occluder	2		90		81.81414912500622	0.7537303749995772
7	80.0502205833327	ball_movement	3		360	0.766406000002	82.5678795000058	2.9999709999974584
7	83.05019158333016	iti	4		419		85.56785050000326	3.491641291664564
